LogHost,logon_explicit_cred_to_cnt,logon_type_12,logon_type_frm_0,logon_type_frm_9,logon_type_frm_12,uname_other_compacnt_login_frac,uname_that_compacnt_login_frac,logon_type_frm_5,uname_other_compacnt_login_cnt,uname_that_compacnt_login_cnt,logon_type_0,logon_type_2,logon_type_3,logon_type_4,logon_type_5,logon_type_7,logon_type_8,logon_type_9,logon_type_10,logon_type_11,logon_type_frm_2,logon_type_frm_3,logon_type_frm_4,logon_type_frm_7,logon_type_frm_8,logon_type_frm_10,logon_type_frm_11,Source_cnt,UserName_cnt,DomainName_cnt,total_logins_cnt,accnt_fail_logon_cnt,total_logoff_cnt,total_user_initi_logoff_cnt,logon_explicit_cred_frm_cnt,spl_pvlgs,domain_ctr_validate_cnt,scrnsaver_invok_cnt,scrnsaver_dismiss_cnt,total_logins_src_cnt,accnt_fail_logon_src_cnt,TGT_req_src_cnt,TGS_req_src_cnt,domain_ctr_validate_src_cnt
Comp535172,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp112918,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0
Comp296236,0,0,0,0,0,0.0,0.125,0,0,17,0,0,286,0,27,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,136,0,109,0,0,43,0,0,0,1534,0,0,52,0
Comp158520,0,0,0,0,0,0.0,0.390804598,0,0,34,0,0,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,87,0,80,0,1,41,0,0,0,38366,0,1,101,35
Comp828815,0,0,0,0,0,0.0,0.048879837,0,0,72,0,0,1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,1473,0,1384,0,34,1405,0,0,0,3762,0,44,164,156
Comp002286,0,0,0,0,0,0.0,0.018028846,0,0,45,0,0,2409,0,92,0,0,0,0,0,0,0,0,0,0,0,0,2,10,3,2496,0,2398,0,1,2459,0,0,0,4310,0,2,141,204
Comp753240,0,0,0,0,0,0.0,0.19760479,0,0,33,0,0,90,0,77,0,0,0,0,0,0,0,0,0,0,0,0,3,9,2,167,0,79,0,0,121,0,0,0,1012,0,0,103,170
Comp904881,0,0,0,0,0,0.0,0.03955288,0,0,46,0,0,1083,0,81,0,0,0,0,0,0,0,0,0,0,0,0,4,13,3,1163,0,1072,0,0,1149,0,0,0,2200,0,0,0,168
Comp828046,0,0,0,0,0,0.0,0.03040774,0,0,44,0,0,1310,0,145,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,1447,0,1297,0,1,1346,0,0,0,2534,0,2,127,176
Comp344272,0,0,0,0,0,0.0,0.32173913,0,0,74,0,0,132,0,101,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,230,0,120,0,35,181,0,0,0,938,0,47,199,231
Comp734923,0,0,0,0,0,0.0,0.188,0,0,47,0,0,102,0,156,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,250,0,92,0,1,203,0,0,0,2827,0,2,163,181
Comp071864,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,4,0,0,0,0,32,0,0,0,0,60,0,0,0,102
Comp622491,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp338947,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp693138,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp006588,0,0,0,0,0,0.0,0.85,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,20,0,18,0,1,20,0,0,0,761,0,1,114,0
Comp105018,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp693778,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp135261,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp484831,0,0,0,0,0,0.0,0.01213419,0,0,17,0,0,17,0,132,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,1401,0,17,0,0,1362,0,0,0,4544,0,6,75,243
Comp014546,0,0,0,0,0,0.0,0.030821918,0,0,45,0,0,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,5,1460,0,1417,0,1,1348,0,0,0,3918,0,2,173,196
Comp523792,0,0,0,0,0,0.0,0.221910112,0,0,79,0,0,170,0,185,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,356,0,160,0,34,333,0,0,0,2751,0,44,202,209
Comp901049,0,0,0,0,0,0.0,0.231012658,0,0,73,0,0,221,0,90,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,316,0,200,0,35,251,0,0,0,2764,0,45,228,210
Comp814277,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,135,0,0,0,0,43,0,0,0,4680,0,0,0,65
Comp510523,0,0,0,0,0,0.0,0.336734694,0,0,33,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,98,0,93,0,0,52,0,0,0,1368,0,0,200,163
Comp367603,0,0,0,0,0,0.0,0.818181818,0,0,18,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,22,0,20,0,0,22,0,0,0,5029,0,0,260,47
Comp550886,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18639
Comp870313,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255
Comp955279,0,0,0,0,0,0.93244809,0.000544587,0,80474,47,0,0,85617,0,29,0,0,0,0,0,0,68055,0,0,0,0,0,338,376,5,86304,0,86075,0,1,49468,0,0,0,10111,0,2,1199,0
Comp526715,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp643573,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp438982,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp076348,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp892094,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp642621,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp684634,0,0,0,0,0,0.0,0.253731343,0,0,17,0,0,17,0,50,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,67,0,17,0,1,67,0,0,0,946,0,2,46,192
Comp637874,0,0,0,0,0,0.0,0.163461538,0,0,34,0,0,34,0,157,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,208,0,34,0,0,206,0,0,0,2559,0,0,110,179
Comp176895,0,0,0,0,0,0.0,0.044402752,0,0,71,0,0,1403,0,27,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,1599,0,1393,0,32,1535,0,0,0,2953,0,44,194,205
Comp959304,0,0,0,0,0,0.0,0.037837838,0,0,49,0,0,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,1295,0,1223,0,1,1275,0,0,0,2831,0,1,167,192
Comp190212,0,0,0,0,0,0.0,0.894736842,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,19,0,17,0,0,19,0,0,0,1379,0,0,79,42
Comp111585,0,0,0,0,0,0.0,0.354166667,0,0,17,0,0,17,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,48,0,21,0,1,48,0,0,0,1219,0,12,103,33
Comp977858,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,113,0,0,0,0,68,0,0,0,3248,0,0,0,189
Comp382693,0,0,0,0,0,0.0,0.85,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,20,0,17,0,1,20,0,0,0,1077,0,2,45,40
Comp749661,0,0,0,0,0,0.0,0.047720042,0,0,45,0,0,136,0,724,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,943,0,130,0,1,807,0,0,0,6951,0,1,148,293
Comp916807,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp999643,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp956432,0,0,0,0,0,0.0,0.163461538,0,0,17,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,4,104,0,100,0,0,23,0,0,0,0,0,0,0,0
Comp804871,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp086388,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp852153,0,0,0,0,0,0.0,0.356562137,0,0,1535,0,0,4170,0,0,0,0,0,0,0,0,4049,0,0,0,0,0,7,10,3,4305,0,4149,0,0,1289,0,0,0,5851,0,0,1157,0
Comp322474,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp691505,0,0,0,0,0,0.0,0.395348837,0,0,17,0,0,17,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,8,2,43,0,17,0,1,43,0,0,0,4187,0,1,57,64
Comp548482,0,0,0,0,0,0.0,0.149006623,0,0,45,0,0,134,0,167,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,302,0,126,0,1,217,0,0,0,3520,0,1,146,181
Comp184386,0,0,0,0,0,0.0,1.0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,10,0,17,0,0,19,0,0,0,6253,0,0,113,177
Comp183355,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1731
Comp451899,0,0,0,0,0,0.0,0.179856115,0,0,25,0,0,25,0,90,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,139,0,32,0,0,136,0,0,0,3213,0,0,129,317
Comp721137,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,315,0,0,0,0,231,0,0,0,1189,0,0,0,187
Comp227303,0,0,0,0,0,0.0,0.023960536,0,0,34,0,0,1368,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,1419,0,1350,0,1,1355,0,0,0,958,0,1,105,133
Comp208926,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,211,0,0,0,0,161,0,0,0,2021,0,0,0,178
Comp616350,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp213374,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp792625,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp219646,0,0,0,0,0,0.0,0.338345865,0,0,45,0,0,97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,133,0,91,0,0,87,0,0,0,2294,0,0,142,0
Comp076129,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp156468,0,0,0,0,0,0.0,0.283018868,0,0,45,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,159,0,91,0,1,109,0,0,0,2371,0,1,150,0
Comp888747,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp995641,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp189632,0,0,0,0,0,0.0,0.036189069,0,0,49,0,0,1226,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,1354,0,1217,0,1,1334,0,0,0,3067,0,2,156,210
Comp324671,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,0,0,0,220,0,0,0,0,1289,0,223,397,156
Comp598505,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,0,0,0,0,0,0,0,0,1017,0,0,0,80
Comp347929,0,0,0,0,0,0.0,0.377777778,0,0,17,0,0,17,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,45,0,17,0,1,45,0,0,0,2696,0,1,45,63
Comp644124,0,0,0,0,0,0.0,0.029372497,0,0,44,0,0,1310,0,183,0,0,0,0,0,0,0,0,0,0,0,0,4,9,2,1498,0,1300,0,1,1395,0,0,0,1155,0,1,170,180
Comp421929,0,0,0,0,0,0.0,0.013375295,0,0,17,0,0,1110,0,138,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,1271,0,1106,0,0,1255,0,0,0,3760,0,0,47,182
Comp375310,0,0,0,0,0,0.0,0.147186147,0,0,34,0,0,34,0,139,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,231,0,34,0,0,185,0,0,0,3462,0,0,183,246
Comp190189,0,0,0,0,0,0.0,0.031723143,0,0,44,0,0,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,1387,0,1282,0,1,1298,0,0,0,1164,0,2,170,193
Comp883899,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5711
Comp755703,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp048571,0,0,0,0,0,0.0,0.85,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,20,0,17,0,0,20,0,0,0,817,0,0,152,0
Comp132205,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp794974,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp230491,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp002703,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp479133,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp507421,0,0,0,0,0,0.0,0.031936128,0,0,48,0,0,1229,0,127,0,0,0,0,0,0,0,0,0,0,0,0,3,17,4,1503,0,1242,0,1,1406,0,0,0,4006,0,1,180,1822
Comp304981,0,0,0,0,0,0.0,0.023288638,0,0,33,0,0,1264,0,146,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,1417,0,1251,0,1,1349,0,0,0,2595,0,2,100,136
Comp838598,0,0,0,0,0,0.0,0.012630015,0,0,17,0,0,17,0,125,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,1346,0,17,0,1,1326,0,0,0,2500,0,2,48,197
Comp059707,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,48,0,0,0,0,48,0,0,0,1143,0,3,49,66
Comp323177,0,0,0,0,0,0.0,0.026394721,0,0,44,0,0,101,0,210,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,1667,0,90,0,1,1553,0,0,0,4733,0,1,143,173
Comp954178,0,0,0,0,0,0.0,0.055025679,0,0,75,0,0,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,1363,0,1328,0,32,1326,0,0,0,2602,0,43,194,85
Comp707443,0,0,0,0,0,0.0,0.045691906,0,0,70,0,0,1394,0,115,0,0,0,0,0,0,0,0,0,0,0,0,2,9,3,1532,0,1385,0,32,1466,0,0,0,2446,0,42,153,186
Comp499425,0,0,0,0,0,0.0,0.074561404,0,0,17,0,0,17,0,137,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,228,0,17,0,0,182,0,0,0,4592,0,0,98,172
Comp583102,0,0,0,0,0,0.0,0.028515878,0,0,44,0,0,1372,0,145,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,1543,0,1358,0,1,1475,0,0,0,2858,0,2,132,195
Comp985394,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp790133,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp188123,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp024375,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp856870,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp207620,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp920962,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp282069,0,0,0,0,0,0.0,0.167235495,0,0,49,0,0,107,0,189,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,293,0,95,0,1,242,0,0,0,9444,0,2,160,180
Comp375050,0,0,0,0,0,0.0,0.024548736,0,0,34,0,0,1211,0,113,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,1385,0,1202,0,0,1363,0,0,0,1137,0,0,101,186
Comp498437,0,0,0,0,0,0.0,0.486486486,0,0,18,0,0,18,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,37,0,18,0,0,37,0,0,0,1595,0,0,69,16
Comp301417,0,0,0,0,0,0.0,0.033873343,0,0,46,0,0,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,1358,0,1310,0,1,1339,0,0,0,1136,0,2,170,189
Comp600536,0,0,0,0,0,0.0,0.019126819,0,0,46,0,0,2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,2405,0,2401,0,0,2370,0,0,0,5117,0,3,182,800
Comp755699,0,0,0,0,0,0.0,0.223021583,0,0,31,0,0,117,0,27,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,139,0,112,0,17,121,0,0,0,2825,0,21,56,33
Comp942473,0,0,0,0,0,0.0,0.164835165,0,0,45,0,0,102,0,172,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,273,0,91,0,1,225,0,0,0,41905,0,1,137,172
Comp279084,0,0,0,0,0,0.0,0.395348837,0,0,17,0,0,17,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,43,0,17,0,0,43,0,0,0,1111,0,3,53,65
Comp859776,0,0,0,0,0,0.0,0.046072508,0,0,61,0,0,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,2,1324,0,1315,0,33,1225,0,0,0,1000,0,43,134,68
Comp874449,0,0,0,0,0,0.0,0.390804598,0,0,34,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,87,0,80,0,1,41,0,0,0,2428,0,2,109,37
Comp676657,0,0,0,0,0,0.0,0.237569061,0,0,43,0,0,99,0,88,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,181,0,89,0,1,133,0,0,0,2832,0,2,133,1886
Comp675660,0,0,0,0,0,0.0,0.012859304,0,0,17,0,0,17,0,70,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,1322,0,17,0,0,1300,0,0,0,1963,0,0,46,184
Comp267622,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp405303,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp920966,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp504717,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp037097,0,0,0,0,0,0.0,0.02100271,0,0,31,0,0,119,0,128,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,1476,0,112,0,17,1375,0,0,0,1033,0,22,64,210
Comp220468,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1895
Comp575239,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314
Comp929147,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770
Comp592219,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,202,0,0,0,0,153,0,0,0,1078,0,0,0,181
Comp357766,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,192,0,0,0,0,146,0,0,0,2298,0,0,0,181
Comp022287,0,0,0,0,0,0.0,0.024517088,0,0,33,0,0,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,1346,0,1306,0,0,1327,0,0,0,1861,0,0,109,135
Comp084630,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp947626,0,0,0,0,0,0.0,0.012292119,0,0,17,0,0,1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31,3,1383,0,1379,0,0,1277,0,0,0,1350,0,1,61,0
Comp427257,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp832496,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp282683,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp783663,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp435930,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp283793,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp279869,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp511408,0,0,0,0,0,0.0,0.208530806,0,0,44,0,0,156,0,75,0,0,0,0,0,0,0,0,0,0,0,0,4,10,2,211,0,136,0,1,119,0,0,0,2163,0,2,130,172
Comp950175,0,0,0,0,0,0.0,0.026284349,0,0,44,0,0,131,0,244,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,1674,0,125,0,1,1488,0,0,0,4681,0,1,142,173
Comp439415,0,0,0,0,0,0.0,0.149122807,0,0,17,0,0,73,0,51,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,114,0,63,0,1,68,0,0,0,2709,0,1,56,65
