LogHost,logon_explicit_cred_to_cnt,logon_type_12,logon_type_frm_0,logon_type_frm_9,logon_type_frm_12,uname_other_compacnt_login_frac,uname_that_compacnt_login_frac,uname_other_compacnt_login_cnt,uname_that_compacnt_login_cnt,logon_type_0,logon_type_2,logon_type_3,logon_type_4,logon_type_5,logon_type_7,logon_type_8,logon_type_9,logon_type_10,logon_type_11,logon_type_frm_2,logon_type_frm_3,logon_type_frm_4,logon_type_frm_5,logon_type_frm_7,logon_type_frm_8,logon_type_frm_10,logon_type_frm_11,Source_cnt,UserName_cnt,DomainName_cnt,total_logins_cnt,accnt_fail_logon_cnt,total_logoff_cnt,total_user_initi_logoff_cnt,logon_explicit_cred_frm_cnt,spl_pvlgs,domain_ctr_validate_cnt,scrnsaver_invok_cnt,scrnsaver_dismiss_cnt,total_logins_src_cnt,accnt_fail_logon_src_cnt,TGT_req_src_cnt,TGS_req_src_cnt,domain_ctr_validate_src_cnt
Comp029814,0,0,0,0,0,0.0,0.363636364,0,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,11,0,4,0,0,11,0,0,0,207,0,1,11,19
Comp624428,0,0,0,0,0,0.0,0.571428571,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,4,0,0,7,0,0,0,188,0,2,20,46
Comp020967,0,0,0,0,0,0.0,0.8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,4,0,0,5,0,0,0,81,0,3,9,0
Comp455682,0,0,0,0,0,0.0,0.625,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,5,0,0,8,0,0,0,0,0,0,0,0
Comp001022,0,0,0,0,0,0.0,0.375,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,8,0,3,0,0,8,0,0,0,283,0,8,40,27
Comp833926,0,0,0,0,0,0.0,0.714285714,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,7,0,5,0,1,7,0,0,0,175,0,2,14,38
Comp284886,0,0,0,0,0,0.0,0.307692308,0,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,0,4,0,0,13,0,0,0,89,0,0,18,10
Comp010338,0,0,0,0,0,0.0,0.388888889,0,7,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,18,0,7,0,4,18,0,0,0,180,0,6,15,8
Comp094286,0,0,0,0,0,0.0,0.003404255,0,4,0,0,1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,1175,0,1172,0,0,1158,0,0,0,162,0,3,32,35
Comp505815,0,0,0,0,0,0.0,0.444444444,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,5,0,0,9,0,0,0,74,0,0,9,7
Comp887926,0,0,0,0,0,0.0,0.75,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,3,0,0,4,0,0,0,70,0,2,6,10
Comp935092,0,0,0,0,0,0.0,0.666666667,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,2,0,0,3,0,0,0,119,0,0,28,10
Comp419083,0,0,0,0,0,0.0,0.7,0,7,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,7,0,4,10,0,0,0,80,0,6,23,13
Comp900941,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,0,0,0,10,0,0,0,73,0,0,10,11
Comp835004,0,0,0,0,0,0.0,0.625,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,5,0,0,8,0,0,0,155,0,0,28,19
Comp269033,0,0,0,0,0,0.0,0.666666667,0,4,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,4,0,0,6,0,0,0,81,0,1,20,10
Comp684171,0,0,0,0,0,0.0,0.4,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,0,4,0,2,10,0,0,0,144,0,1,29,26
Comp308899,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356
Comp682983,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,19,0
Comp884605,0,0,0,0,0,0.0,0.714285714,0,5,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,5,0,0,7,0,0,0,49,0,1,9,0
Comp582026,0,0,0,0,0,0.0,0.5,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,5,0,1,10,0,0,0,68,0,2,10,6
Comp884270,0,0,0,0,0,0.0,0.384615385,0,5,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,0,5,0,1,13,0,0,0,87,0,1,11,11
Comp477796,0,0,0,0,0,0.0,0.428571429,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,3,0,0,7,0,0,0,70,0,0,9,4
Comp097684,0,0,0,0,0,0.0,0.444444444,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,4,0,0,9,0,0,0,71,0,0,14,10
Comp578907,0,0,0,0,0,0.0,0.714285714,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,5,0,0,7,0,0,0,178,0,0,42,10
Comp976802,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,6,12,18
Comp960679,0,0,0,0,0,0.0,0.625,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,5,0,1,8,0,0,0,137,0,1,21,17
Comp142509,0,0,0,0,0,0.0,0.5625,0,9,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16,0,9,0,5,16,0,0,0,179,0,6,15,11
Comp989660,0,0,0,0,0,0.0,0.357142857,0,5,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,0,5,0,1,14,0,0,0,90,0,2,17,11
Comp324117,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Comp226444,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,4,14,0
Comp005825,0,0,0,0,0,0.0,0.333333333,0,5,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15,0,5,0,0,15,0,0,0,71,0,0,19,0
Comp785168,0,0,0,0,0,0.0,0.8,0,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,4,0,0,5,0,0,0,120,0,2,17,0
Comp346628,0,0,0,0,0,0.0,1.0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,5,0,0,5,0,0,0,55,0,2,2,0
Comp801759,0,0,0,0,0,0.0,1.0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,5,0,0,5,0,0,0,0,0,0,0,0
Comp806089,0,0,0,0,0,0.0,1.0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,5,0,0,5,0,0,0,83,0,2,20,0
Comp801264,0,0,0,0,0,0.0,0.064935065,0,5,0,0,81,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,77,0,73,0,1,9,0,0,0,205,0,3,22,14
Comp215743,0,0,0,0,0,0.0,0.384615385,0,5,0,0,5,0,6,2,0,0,0,0,0,0,0,0,2,0,0,0,1,4,2,13,0,7,0,3,11,0,0,0,984,0,3,39,39
Comp340390,0,0,0,0,0,0.0,0.333333333,0,5,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15,0,5,0,1,15,0,0,0,87,0,2,11,11
Comp453401,0,0,0,0,0,0.0,0.333333333,0,5,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,15,0,5,0,1,15,0,0,0,82,0,1,12,11
Comp013109,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,5,19,32
Comp211712,0,0,0,0,0,0.0,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,0,0,2,0,0,0,157,0,0,24,46
Comp989973,0,0,0,0,0,0.0,0.4,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,10,0,4,0,0,10,0,0,0,200,0,3,20,33
Comp831913,0,0,0,0,0,0.0,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,0,0,2,0,0,0,36,0,4,23,3
Comp904881,0,0,0,0,0,0.0,0.8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,0,4,0,0,5,0,0,0,154,0,0,14,17
Comp910676,0,0,0,0,0,0.0,0.454545455,0,5,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,0,5,0,1,9,0,0,0,232,0,2,41,33
Comp584304,0,0,0,0,0,0.0,0.625,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,5,0,1,8,0,0,0,159,0,3,38,0
Comp836450,0,0,0,0,0,0.0,0.096153846,0,5,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,52,0,51,0,0,6,0,0,0,67,0,0,10,0
Comp360569,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
Comp970123,0,0,0,0,0,0.0,0.008902077,0,3,0,0,337,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,2,3,1,337,0,338,0,0,337,0,0,0,65,0,0,0,0
Comp711980,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,28,2,0
Comp709290,0,0,0,0,0,0.0,0.714285714,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,5,0,0,7,0,0,0,22,0,0,0,22
Comp339933,0,0,0,0,0,0.0,0.666666667,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,4,0,0,6,0,0,0,267,0,3,30,20
Comp934438,0,0,0,0,0,0.0,0.098039216,0,5,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,51,0,51,0,0,5,0,0,0,101,0,0,17,5
Comp673533,0,0,0,0,0,0.0,0.571428571,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,4,0,1,7,0,0,0,140,0,2,18,27
Comp108007,0,0,0,0,0,0.0,0.571428571,0,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,4,0,1,7,0,0,0,80,0,1,15,15
Comp320253,0,0,0,0,0,0.0,0.833333333,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,5,0,1,6,0,0,0,88,0,2,11,12
Comp111330,0,0,0,0,0,0.0,0.8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,0,4,0,20,5,0,0,0,75,0,18,39,15
Comp730370,0,0,0,0,0,0.0,0.444444444,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,0,4,0,0,9,0,0,0,206,0,0,35,36
Comp050983,0,0,0,0,0,0.0,0.714285714,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,5,0,1,7,0,0,0,79,0,2,14,4
Comp865172,0,0,0,0,0,0.0,0.375,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,3,0,0,8,0,0,0,221,0,0,23,17
Comp949333,0,0,0,0,0,0.0,0.2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,1,0,0,5,0,0,0,975,0,0,8,16
Comp573507,0,0,0,0,0,0.0,0.444444444,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,4,0,0,8,0,0,0,185,0,2,38,45
Comp907261,0,0,0,0,0,0.0,0.666666667,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,2,0,0,3,0,0,0,66,0,2,12,11
Comp780864,0,0,0,0,0,0.0,0.571428571,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,4,0,2,7,0,0,0,79,0,3,20,13
Comp977645,0,0,0,0,0,0.0,0.003139717,0,4,0,0,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,1274,0,1273,0,0,1256,0,0,0,72,0,0,10,0
Comp802986,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,25,0,0,0,0
Comp052693,0,0,0,0,0,0.0,0.5,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,3,0,4,6,0,0,0,25,0,0,0,0
Comp411120,0,0,0,0,0,0.0,0.142857143,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,7,0,1,0,39,5,0,0,0,190,0,33,48,38
Comp170567,0,0,0,0,0,0.0,0.357142857,0,5,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,0,5,0,1,14,0,0,0,137,0,2,9,18
Comp988492,0,0,0,0,0,0.0,0.4,0,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,4,0,0,10,0,0,0,88,0,0,11,11
Comp877322,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
Comp180216,0,0,0,0,0,0.0,0.625,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,5,0,1,8,0,0,0,81,0,2,10,10
Comp713342,0,0,0,0,0,0.0,0.092592593,0,5,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,54,0,51,0,1,8,0,0,0,81,0,2,18,12
Comp623066,0,0,0,0,0,0.0,0.444444444,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,0,4,0,0,9,0,0,0,292,0,0,13,37
Comp041661,0,0,0,0,0,0.0,0.357142857,0,5,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,0,5,0,1,14,0,0,0,83,0,2,17,11
Comp192707,0,0,0,0,0,0.0,0.428571429,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,3,0,0,7,0,0,0,147,0,1,20,18
Comp553621,0,0,0,0,0,0.0,0.555555556,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,5,0,0,9,0,0,0,91,0,3,19,11
Comp353765,0,0,0,0,0,0.0,0.357142857,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,0,5,0,0,14,0,0,0,67,0,1,19,0
Comp892701,0,0,0,0,0,0.0,0.8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,4,0,0,5,0,0,0,26,0,0,0,0
Comp657479,0,0,0,0,0,0.0,0.8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,4,0,0,5,0,0,0,61,0,0,5,0
Comp054439,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp073658,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comp640634,0,0,0,0,0,0.0,1.0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,0,0,2,0,0,0,68,0,2,20,0
Comp516359,0,0,0,0,0,0.0,0.307692308,0,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,0,4,0,0,13,0,0,0,92,0,0,14,10
Comp066408,0,0,0,0,0,0.0,0.111111111,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,1,0,0,9,0,0,0,146,0,0,22,18
Comp248277,0,0,0,0,0,0.0,0.045454545,0,4,0,0,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,88,0,85,0,1,7,0,0,0,98,0,2,19,12
Comp380829,0,0,0,0,0,0.0,0.714285714,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,5,0,0,7,0,0,0,209,0,0,28,1
Comp695299,0,0,0,0,0,0.0,0.004226543,0,5,0,0,1181,0,6,2,0,0,0,0,0,0,0,0,2,0,0,0,2,7,3,1183,0,1176,0,3,1164,0,0,0,166,0,3,26,21
Comp363591,0,0,0,0,0,0.0,0.285714286,0,4,0,0,4,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,1,4,2,14,0,8,0,4,10,0,0,0,342,0,3,41,20
Comp135381,0,0,0,0,0,0.0,0.444444444,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,0,4,0,0,9,0,0,0,174,0,0,22,38
Comp378842,0,0,0,0,0,0.0,0.3125,0,5,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,16,0,5,0,1,16,0,0,0,79,0,1,10,11
Comp255415,0,0,0,0,0,0.0,0.25,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,2,0,0,8,0,0,0,292,0,0,32,19
Comp802724,0,0,0,0,0,0.0,0.444444444,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,0,4,0,1,9,0,0,0,145,0,1,32,28
Comp300589,0,0,0,0,0,0.0,0.714285714,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,5,0,0,7,0,0,0,154,0,0,28,32
Comp567435,0,0,0,0,0,0.0,0.615384615,0,8,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,13,0,8,0,4,13,0,0,0,278,0,8,37,105
Comp770372,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Comp940142,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,2,0,0,0,4,0,2,5,1
Comp209339,0,0,0,0,0,0.0,0.833333333,0,5,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,5,0,1,6,0,0,0,225,0,1,37,17
Comp727893,0,0,0,0,0,0.0,0.8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,4,0,0,5,0,0,0,65,0,0,0,0
Comp439231,0,0,0,0,0,0.0,0.454545455,0,5,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,0,5,0,0,11,0,0,0,79,0,2,16,414
Comp444299,0,0,0,0,0,0.0,0.5,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,3,0,1,6,0,0,0,188,0,2,28,15
Comp478689,0,0,0,0,0,0.0,0.625,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,5,0,1,8,0,0,0,85,0,3,16,17
Comp654194,0,0,0,0,0,0.0,0.642857143,0,9,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,0,9,0,5,14,0,0,0,102,0,6,19,14
Comp526662,0,0,0,0,0,0.0,0.625,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,8,0,5,0,1,8,0,0,0,135,0,1,22,25
Comp367603,0,0,0,0,0,0.0,0.833333333,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,0,5,0,0,6,0,0,0,249,0,1,20,12
Comp903678,0,0,0,0,0,0.0,0.111111111,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,0,1,0,0,9,0,0,0,3200,0,0,15,17
Comp770544,0,0,0,0,0,0.0,0.416666667,0,5,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,12,0,5,0,1,12,0,0,0,339,0,4,39,33
Comp522078,0,0,0,0,0,0.0,0.444444444,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,0,4,0,21,9,0,0,0,114,0,0,25,19
Comp061253,0,0,0,0,0,0.0,0.8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,4,0,0,5,0,0,0,79,0,0,14,11
Comp191775,0,0,0,0,0,0.0,0.4,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,2,0,0,5,0,0,0,256,0,1,24,17
Comp231902,0,0,0,0,0,0.0,0.272727273,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,0,3,0,0,11,0,0,0,24,0,3,7,0
Comp827956,0,0,0,0,0,0.0,0.666666667,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,4,0,1,6,0,0,0,52,0,2,19,0
Comp908480,0,0,0,0,0,0.981429021,0.001259049,3118,4,0,0,3166,0,11,0,0,0,0,0,0,2377,0,0,0,0,0,0,2260,2270,2,3177,0,3166,0,0,68,0,0,0,63,0,3,10,0
Comp599155,0,0,0,0,0,0.0,0.583333333,0,7,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,0,7,0,4,12,0,0,0,57,0,5,12,0
Comp801531,0,0,0,0,0,0.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Comp777142,0,0,0,0,0,0.0,0.833333333,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,5,0,0,6,0,0,0,79,0,0,11,10
Comp597346,0,0,0,0,0,0.0,0.5,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,3,0,1,6,0,0,0,87,0,1,12,10
Comp758015,0,0,0,0,0,0.0,0.625,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,5,0,0,8,0,0,0,119,0,3,18,11
Comp712225,0,0,0,0,0,0.0,0.416666667,0,5,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,12,0,5,0,0,12,0,0,0,86,0,0,10,11
Comp456316,0,0,0,0,0,0.0,0.625,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,5,0,1,8,0,0,0,181,0,4,15,34
Comp024941,0,0,0,0,0,0.0,0.444444444,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,9,0,4,0,0,9,0,0,0,1770,0,1,20,952
Comp082705,0,0,0,0,0,0.0,0.666666667,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,4,0,0,6,0,0,0,137,0,3,27,15
Comp526014,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,15,0,3,18,1
Comp408224,0,0,0,0,0,0.0,0.625,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,5,0,1,8,0,0,0,126,0,1,21,17
Comp031957,0,0,0,0,0,0.0,0.571428571,0,8,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,14,0,8,0,4,14,0,0,0,202,0,6,22,58
Comp550417,0,0,0,0,0,0.0,0.571428571,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,4,0,0,7,0,0,0,129,0,1,9,10
Comp010292,0,0,0,0,0,0.0,0.384615385,0,5,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,0,5,0,1,13,0,0,0,97,0,1,10,11
Comp935712,0,0,0,0,0,0.0,0.222222222,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,2,0,1,9,0,0,0,153,0,4,33,17
Comp698947,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,0,0,0,0,8,0,0,0,135,0,0,0,16
Comp035462,0,0,0,0,0,0.0,0.307692308,0,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,13,0,4,0,0,13,0,0,0,548,0,1,41,116
Comp622544,0,0,0,0,0,0.0,0.333333333,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,3,0,0,9,0,0,0,118,0,0,20,15
Comp570886,0,0,0,0,0,0.0,0.142857143,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,0,1,0,0,7,0,0,0,138,0,2,13,9
Comp978490,0,0,0,0,0,0.0,0.666666667,0,4,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,4,0,0,7,0,0,0,137,0,1,9,11
Comp935667,0,0,0,0,0,0.0,0.545454545,0,6,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,0,6,0,0,11,0,0,0,179,0,4,26,33
Comp093661,0,0,0,0,0,0.0,0.714285714,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,5,0,1,7,0,0,0,68,0,1,12,4
